Região - Sigla  Estado - Sigla  Município  Revenda  Instalação - Código  Produto  Data da Coleta  Valor de Compra  Valor de Venda  Unidade de Medida  Bandeira
CO  DF  BRASILIA  SAN REMI POSTO SERVIÇOS LTDA  7765  DIESEL  03/01/2018    3,647  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  ARCO- IRIS - PETROLEO COMERCIO E SERVIÇOS LTDA  8009  DIESEL  10/01/2018    3,729  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO EIXINHO LTDA  7754  DIESEL  10/01/2018    3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO MILLENNIUM 2000 LTDA  7923  DIESEL  10/01/2018    3,527  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO MILLENNIUM 2000 LTDA  7919  DIESEL  10/01/2018    3,52  R$ / litro  BRANCA
CO  DF  BRASILIA  AUTO POSTO NM 16 LTDA.  167522  DIESEL  10/01/2018  3,2417  3,699  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO RIBEIRO LTDA.  7712  DIESEL  10/01/2018  3,1099  3,399  R$ / litro  BRANCA
CO  DF  BRASILIA  AUTO POSTO SÃO MATEUS LTDA  7702  DIESEL  10/01/2018    3,699  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO SOF NORTE LTDA  7720  DIESEL  10/01/2018  3,2724  3,599  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO SHOPPING DERIVADOS DE PETROLEO LTDA  152558  DIESEL  10/01/2018    3,159  R$ / litro  IPIRANGA
CO  DF  BRASILIA  BRASAL COMBUSTIVEIS LTDA  8048  DIESEL  10/01/2018    3,599  R$ / litro  RAIZEN
CO  DF  BRASILIA  DISTRIBUIDORA BRASILIA DE VEICULOS S.A.  8085  DIESEL  10/01/2018    3,699  R$ / litro  RAIZEN
CO  DF  BRASILIA  MORRO AZUL COMERCIO DE PETROLEO LTDA  7837  DIESEL  10/01/2018  3,2756  3,722  R$ / litro  IPIRANGA
CO  DF  BRASILIA  PECOBRAL COMÉRCIO DE DERIVADOS DE PETRÓLEO BRASÍLIA LTD  7986  DIESEL  10/01/2018    3,799  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  PETRONORTE COMBUSTÍVEIS LTDA.  171977  DIESEL  10/01/2018    3,499  R$ / litro  IPIRANGA
CO  DF  BRASILIA  POSTO DE COMBUSTIVEIS GARANTIA LTDA  7686  DIESEL  10/01/2018    3,499  R$ / litro  BRANCA
CO  DF  BRASILIA  POSTO SIA 3 LTDA  7793  DIESEL  10/01/2018  3,264  3,599  R$ / litro  IPIRANGA
CO  DF  BRASILIA  AUTO POSTO CHAVES LTDA  7970  DIESEL  17/01/2018  3,2309  3,559  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO EIXINHO LTDA  7754  DIESEL  17/01/2018    3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO ESQUINA LIMITADA  7685  DIESEL  17/01/2018    3,669  R$ / litro  BRANCA
CO  DF  BRASILIA  AUTO POSTO JB LIMITADA  7990  DIESEL  17/01/2018  3,1959  3,489  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO LAZZAT LTDA  7770  DIESEL  17/01/2018    3,499  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO SAO JUDAS TADEU LTDA  166827  DIESEL  17/01/2018    3,199  R$ / litro  IPIRANGA
CO  DF  BRASILIA  AUTO POSTO SÃO MATEUS LTDA  7702  DIESEL  17/01/2018    3,699  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO SOF NORTE LTDA  7720  DIESEL  17/01/2018  3,2724  3,599  R$ / litro  RAIZEN
CO  DF  BRASILIA  CEU 070 COMBUSTIVEIS LTDA  7966  DIESEL  17/01/2018    3,499  R$ / litro  RAIZEN
CO  DF  BRASILIA  DRA4 DERIVADOS DE PETROLEO LTDA.  213861  DIESEL  17/01/2018    3,699  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  EUROGAS-POSTOS DE SERVIÇOS LTDA  7826  DIESEL  17/01/2018  3,1346  3,579  R$ / litro  BRANCA
CO  DF  BRASILIA  GP COMERCIO DE PETROLEO LTDA EPP  7780  DIESEL  17/01/2018  3,2736  3,53  R$ / litro  IPIRANGA
CO  DF  BRASILIA  JAJUR COMERCIO DE DERIVADOS DE PETROLEO LTDA  7836  DIESEL  17/01/2018  3,4767  3,599  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  JARJOUR VEICULOS E PETRÓLEO LTDA.  7745  DIESEL  17/01/2018    3,549  R$ / litro  BRANCA
CO  DF  BRASILIA  PETRO RIOS COMERCIO DERIVADOS DE PETROLEO LTDA - ME  7843  DIESEL  17/01/2018    3,499  R$ / litro  IPIRANGA
CO  DF  BRASILIA  PETRONORTE COMBUSTÍVEIS LTDA.  171977  DIESEL  17/01/2018    3,499  R$ / litro  IPIRANGA
CO  DF  BRASILIA  PIONEIRO COM. VAREJ. DE DERIVADOS DE PETRÓLEO LTDA.  7696  DIESEL  17/01/2018    3,699  R$ / litro  RAIZEN
CO  DF  BRASILIA  POSTO ABASTECE COMÉRCIO DE DERIV. DE PET. ÁGUAS CLARAS  7690  DIESEL  17/01/2018  3,0874  3,499  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  POSTO DE COMBUSTIVEIS GARANTIA LTDA  7686  DIESEL  17/01/2018    3,499  R$ / litro  BRANCA
CO  DF  BRASILIA  POSTO PARQUE ALAMEDA DERIVADOS DE PETROLEO LTDA  7762  DIESEL  17/01/2018    3,599  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  POSTO SAO ROQUE LTDA  7996  DIESEL  17/01/2018  3,2695  3,499  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  SAN REMI POSTO SERVIÇOS LTDA  7765  DIESEL  17/01/2018    3,697  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO DF 180 LTDA  7694  DIESEL  18/01/2018  3,229  3,559  R$ / litro  IPIRANGA
CO  DF  BRASILIA  ARCO- IRIS - PETROLEO COMERCIO E SERVIÇOS LTDA  8009  DIESEL  23/01/2018    3,729  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO AGUAS CLARAS LTDA  7772  DIESEL  23/01/2018    3,69  R$ / litro  IPIRANGA
CO  DF  BRASILIA  AUTO POSTO EIXINHO LTDA  7754  DIESEL  23/01/2018    3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO MILLENNIUM 2000 LTDA  7923  DIESEL  23/01/2018    3,527  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO NM 16 LTDA.  167522  DIESEL  23/01/2018    3,699  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO RIBEIRO LTDA.  7712  DIESEL  23/01/2018  3,0779  3,399  R$ / litro  BRANCA
CO  DF  BRASILIA  AUTO POSTO SOF NORTE LTDA  7720  DIESEL  23/01/2018  3,2704  3,699  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO SHOPPING DERIVADOS DE PETROLEO LTDA  152558  DIESEL  23/01/2018    3,159  R$ / litro  IPIRANGA
CO  DF  BRASILIA  BRASAL COMBUSTIVEIS LTDA  8048  DIESEL  23/01/2018    3,599  R$ / litro  RAIZEN
CO  DF  BRASILIA  DISTRIBUIDORA BRASILIA DE VEICULOS S.A.  8085  DIESEL  23/01/2018    3,699  R$ / litro  RAIZEN
CO  DF  BRASILIA  DRA4 DERIVADOS DE PETROLEO LTDA.  213861  DIESEL  23/01/2018    3,699  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  EUROGAS-POSTOS DE SERVIÇOS LTDA  7826  DIESEL  23/01/2018  3,0873  3,579  R$ / litro  BRANCA
CO  DF  BRASILIA  JARJOUR VEICULOS E PETRÓLEO LTDA.  7745  DIESEL  23/01/2018    3,549  R$ / litro  BRANCA
CO  DF  BRASILIA  PIONEIRO COM. VAREJ. DE DERIVADOS DE PETRÓLEO LTDA.  7696  DIESEL  23/01/2018    3,649  R$ / litro  RAIZEN
CO  DF  BRASILIA  POSTO PARQUE ALAMEDA DERIVADOS DE PETROLEO LTDA  7762  DIESEL  23/01/2018    3,599  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  POSTO SIA 3 LTDA  7793  DIESEL  23/01/2018  3,3089  3,599  R$ / litro  IPIRANGA
CO  DF  BRASILIA  QUALITY COMERCIO DE COMBUSTIVEIS LTDA  203154  DIESEL  23/01/2018  3,3245  3,68  R$ / litro  IPIRANGA
CO  DF  BRASILIA  SAN REMI POSTO SERVIÇOS LTDA  7765  DIESEL  23/01/2018    3,697  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  ARCO- IRIS - PETROLEO COMERCIO E SERVIÇOS LTDA  8009  DIESEL  31/01/2018    3,729  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO AGUAS CLARAS LTDA  7772  DIESEL  31/01/2018    3,69  R$ / litro  IPIRANGA
CO  DF  BRASILIA  AUTO POSTO CHAVES LTDA  7970  DIESEL  31/01/2018  3,2796  3,559  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
CO  DF  BRASILIA  AUTO POSTO DF 180 LTDA  7694  DIESEL  31/01/2018  3,2128  3,559  R$ / litro  IPIRANGA
CO  DF  BRASILIA  AUTO POSTO ESQUINA LIMITADA  7685  DIESEL  31/01/2018    3,669  R$ / litro  BRANCA
CO  DF  BRASILIA  AUTO POSTO LAZZAT LTDA  7770  DIESEL  31/01/2018    3,499  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO NM 16 LTDA.  167522  DIESEL  31/01/2018  3,31  3,799  R$ / litro  RAIZEN
CO  DF  BRASILIA  AUTO POSTO RIBEIRO LTDA.  7712  DIESEL  31/01/2018  3,1249  3,299  R$ / litro  BRANCA
CO  DF  BRASILIA  AUTO POSTO SAO JUDAS TADEU LTDA  166827  DIESEL  31/01/2018    3,199  R$ / litro  IPIRANGA
CO  DF  BRASILIA  AUTO POSTO SÃO MATEUS LTDA  7702  DIESEL  31/01/2018    3,699  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  24/04/2018  3,3141  3,57  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  179014  DIESEL  24/04/2018    3,65  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  24/04/2018  3,2963  3,6  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NASCIMENTO & BATISTA LTDA  223685  DIESEL  24/04/2018    3,6  R$ / litro  BRANCA
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  24/04/2018    3,64  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  24/04/2018    3,59  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  24/04/2018  3,3254  3,6  R$ / litro  SABBÁ
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  30/04/2018  3,3141  3,57  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  30/04/2018  3,2963  3,6  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NASCIMENTO & BATISTA LTDA  223685  DIESEL  30/04/2018    3,6  R$ / litro  BRANCA
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  30/04/2018    3,64  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  30/04/2018    3,59  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  30/04/2018  3,3254  3,6  R$ / litro  SABBÁ
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  02/05/2018    3,46  R$ / litro  BRANCA
NE  PI  PICOS  CASAS DO JOSÉ LTDA.  19797  DIESEL  02/05/2018    3,46  R$ / litro  BRANCA
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  09/05/2018    3,67  R$ / litro  BRANCA
NE  PI  PICOS  ARIZONA PETROLEO LTDA  205338  DIESEL  09/05/2018    3,709  R$ / litro  IPIRANGA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  09/05/2018  3,3255  3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NASCIMENTO & BATISTA LTDA  223685  DIESEL  09/05/2018    3,68  R$ / litro  BRANCA
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  09/05/2018    3,69  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  09/05/2018  3,4059  3,68  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  09/05/2018    3,6  R$ / litro  SABBÁ
NE  PI  PICOS  POSTO P. DA SILVA LTDA - ME  19796  DIESEL  09/05/2018    3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  CASAS DO JOSÉ LTDA.  19797  DIESEL  14/05/2018    3,46  R$ / litro  BRANCA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  14/05/2018    3,6  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  16/05/2018    3,67  R$ / litro  BRANCA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  16/05/2018  3,3255  3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NASCIMENTO & BATISTA LTDA  223685  DIESEL  16/05/2018    3,68  R$ / litro  BRANCA
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  16/05/2018    3,69  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  16/05/2018  3,4059  3,68  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  16/05/2018    3,6  R$ / litro  SABBÁ
NE  PI  PICOS  POSTO P. DA SILVA LTDA - ME  19796  DIESEL  16/05/2018    3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  23/05/2018    3,82  R$ / litro  BRANCA
NE  PI  PICOS  ARIZONA PETROLEO LTDA  205338  DIESEL  23/05/2018    3,839  R$ / litro  IPIRANGA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  23/05/2018    3,84  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  23/05/2018  3,6045  3,87  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NASCIMENTO & BATISTA LTDA  223685  DIESEL  23/05/2018    3,68  R$ / litro  BRANCA
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  23/05/2018    3,69  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  23/05/2018  3,6218  3,82  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  POSTO UNIAO VALE DO GUARIBAS LTDA  19799  DIESEL  23/05/2018    3,82  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  29/05/2018    3,82  R$ / litro  BRANCA
NE  PI  PICOS  ARIZONA PETROLEO LTDA  205338  DIESEL  29/05/2018    3,839  R$ / litro  IPIRANGA
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  05/06/2018    3,46  R$ / litro  BRANCA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  05/06/2018    3,43  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  05/06/2018  3,4103  3,46  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  05/06/2018    3,89  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19806  DIESEL  05/06/2018    3,47  R$ / litro  BRANCA
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  05/06/2018    3,46  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  05/06/2018    3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  12/06/2018    3,46  R$ / litro  BRANCA
NE  PI  PICOS  CASAS DO JOSÉ LTDA.  19797  DIESEL  12/06/2018    3,48  R$ / litro  BRANCA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  12/06/2018    3,43  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  12/06/2018  3,4103  3,46  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  12/06/2018    3,43  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  12/06/2018    3,7  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  12/06/2018    3,4  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19806  DIESEL  12/06/2018    3,47  R$ / litro  BRANCA
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  18/06/2018  3,1912  3,46  R$ / litro  BRANCA
NE  PI  PICOS  ARIZONA PETROLEO LTDA  205338  DIESEL  18/06/2018    3,379  R$ / litro  IPIRANGA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  18/06/2018  3,1689  3,41  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  18/06/2018    3,45  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  18/06/2018    3,43  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19806  DIESEL  18/06/2018    3,39  R$ / litro  BRANCA
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  18/06/2018    3,4  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  18/06/2018  3,1843  3,4  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  ,ANTONIO ROBERTO BATISTA  154679  DIESEL  25/06/2018  3,1912  3,46  R$ / litro  BRANCA
NE  PI  PICOS  CASAS DO JOSÉ LTDA.  19797  DIESEL  25/06/2018    3,48  R$ / litro  BRANCA
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19802  DIESEL  25/06/2018  3,1689  3,41  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  IRMAOS RODRIGUES E SANTOS LTDA  19813  DIESEL  25/06/2018    3,45  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  NOVO DERIVADO DE PETROLEO LTDA  157584  DIESEL  25/06/2018    3,43  R$ / litro  SABBÁ
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19806  DIESEL  25/06/2018    3,39  R$ / litro  BRANCA
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19808  DIESEL  25/06/2018  3,1843  3,4  R$ / litro  PETROBRAS DISTRIBUIDORA S.A.
NE  PI  PICOS  PIPEL-PICOS PETROLEO LTDA  19807  DIESEL  25/06/2018    3,4  R$ / litro  SABBÁ
NE  PI  PIRIPIRI  BRITO VIEIRA & CARVALHO LTDA  19826  DIESEL  04/01/2018    3,5  R$ / litro  SABBÁ
NE  PI  PIRIPIRI  J L CARVALHO DA SILVA EIRELI  212153  DIESEL  04/01/2018    3,31  R$ / litro  SABBÁ
SE  MG  MANHUACU  BARRIGAO COMERCIAL LTDA  45755  DIESEL  09/01/2018    3,399  R$ / litro  IPIRANGA
SE  MG  MANHUACU  POSTO ITAUNA V LTDA  45764  DIESEL  09/01/2018    3,879  R$ / litro  BRANCA
SE  MG  MANHUACU  POSTO MARILIA LTDA  45758  DIESEL  09/01/2018    3,419  R$ / litro  IPIRANGA
SE  MG  MANHUACU  RIBEIRO DE SÁ E FILHOS LTDA  45743  DIESEL  09/01/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO ITAUNA LTDA.  174682  DIESEL  17/01/2018    3,4  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO NAZARAO REALEZA LTDA  225670  DIESEL  17/01/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  BARRIGAO COMERCIAL LTDA  45755  DIESEL  17/01/2018    3,399  R$ / litro  IPIRANGA
SE  MG  MANHUACU  POSTO ITAUNA V LTDA  45764  DIESEL  17/01/2018    3,49  R$ / litro  BRANCA
SE  MG  MANHUACU  POSTO MARILIA LTDA  45758  DIESEL  17/01/2018    3,51  R$ / litro  IPIRANGA
SE  MG  MANHUACU  RIBEIRO DE SÁ E FILHOS LTDA  45743  DIESEL  17/01/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO STAR LTDA - EPP  45757  DIESEL  22/01/2018    3,46  R$ / litro  RAIZEN
SE  MG  MANHUACU  AUTO POSTO ITAUNA LTDA.  174682  DIESEL  23/01/2018    3,4  R$ / litro  BRANCA
SE  MG  MANHUACU  BARRIGAO COMERCIAL LTDA  45755  DIESEL  23/01/2018  3,0721  3,5  R$ / litro  IPIRANGA
SE  MG  MANHUACU  POSTO ITAUNA V LTDA  45764  DIESEL  23/01/2018    3,49  R$ / litro  BRANCA
SE  MG  MANHUACU  POSTO MARILIA LTDA  45758  DIESEL  23/01/2018    3,519  R$ / litro  IPIRANGA
SE  MG  MANHUACU  RIBEIRO DE SÁ E FILHOS LTDA  45743  DIESEL  23/01/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO ITAUNA LTDA.  174682  DIESEL  29/01/2018    3,4  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO NAZARAO REALEZA LTDA  225670  DIESEL  29/01/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  BARRIGAO COMERCIAL LTDA  45755  DIESEL  29/01/2018    3,399  R$ / litro  IPIRANGA
SE  MG  MANHUACU  POSTO ITAUNA V LTDA  45764  DIESEL  29/01/2018    3,49  R$ / litro  BRANCA
SE  MG  MANHUACU  POSTO MARILIA LTDA  45758  DIESEL  29/01/2018    3,51  R$ / litro  IPIRANGA
SE  MG  MANHUACU  RIBEIRO DE SÁ E FILHOS LTDA  45743  DIESEL  29/01/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO ITAUNA LTDA.  174682  DIESEL  05/02/2018    3,4  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO NAZARAO REALEZA LTDA  225670  DIESEL  05/02/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  BARRIGAO COMERCIAL LTDA  45755  DIESEL  05/02/2018    3,399  R$ / litro  IPIRANGA
SE  MG  MANHUACU  POSTO ITAUNA V LTDA  45764  DIESEL  05/02/2018    3,49  R$ / litro  BRANCA
SE  MG  MANHUACU  POSTO MARILIA LTDA  45758  DIESEL  05/02/2018    3,519  R$ / litro  IPIRANGA
SE  MG  MANHUACU  RIBEIRO DE SÁ E FILHOS LTDA  45743  DIESEL  05/02/2018    3,399  R$ / litro  BRANCA
SE  MG  MANHUACU  AUTO POSTO ITAUNA LTDA.  174682  DIESEL  12/02/2018    3,4  R$ / litro  BRANCA
